Timestamp	Timestamp	Lifetime_TPCCenter	Lifetime_TPCLow	Lifetime_TPCHigh	Qratio_TPCCenter	Qratio_TPCLow	Qratio_TPCHigh	SetVoltage_A	Ka_prm	Ka_tpc	Ka_prm/Ka_tpc	CorLifetime_TPCCenter	CorLifetime_TPCLow	CorLifetime_TPCHigh
2018-11-20	11:21:38	119399998.8	74.53784482	119399998.8	0.999999981	0.969744496	0.999999981	500	4.579519547	3.327620985	1.376214289	164319984.4	102.5800471	164319984.4
2018-11-20	18:04:57	119224998.8	98.3423489	119224998.8	0.999999981	0.976983026	0.999999981	500	4.579519547	3.327620985	1.376214289	164079146.9	135.3401457	164079146.9
2018-11-20	18:05:32	119249998.8	84.39115883	119249998.8	0.999999981	0.973229317	0.999999981	500	4.579519547	3.327620985	1.376214289	164113552.3	116.1403186	164113552.3
2018-11-22	1:35:49	212.5431533	52.67403409	434.1532769	0.989283552	0.957456556	0.994739252	250	4.591167249	3.327620985	1.379714598	293.2488912	72.67513374	599.0076137
2018-11-22	1:37:09	222.9359497	53.28084348	479.9671821	0.989780568	0.95793074	0.995240204	250	4.591167249	3.327620985	1.379714598	307.5879841	73.51235752	662.2177275
2018-11-23	7:41:01	237.7577896	54.07755595	554.5331478	0.990414585	0.958537505	0.995878915	250	4.591167249	3.327620985	1.379714598	328.037893	74.61159334	765.0974788
2018-11-23	7:41:34	154.2819129	48.15545431	245.1424238	0.985266655	0.953558672	0.990701988	250	4.591167249	3.327620985	1.379714598	212.8650074	66.44078326	338.2265806
2018-11-23	17:43:45	254.8113384	54.85226387	658.5824078	0.991053222	0.959110962	0.996528873	250	4.591167249	3.327620985	1.379714598	351.5669232	75.68046917	908.6557617
2018-11-24	7:17:19	248.4195778	54.52683642	618.0196443	0.990824083	0.958872016	0.996301473	250	4.591167249	3.327620985	1.379714598	342.7481178	75.23147216	852.6907248
2018-11-24	7:17:59	357.4719866	58.42929712	2567.270224	0.993614379	0.961565429	0.9991084	250	4.591167249	3.327620985	1.379714598	493.2093181	80.61575416	3542.100204
2018-11-24	17:43:23	230.3362913	53.61664355	516.8245983	0.990107273	0.958188632	0.995578898	250	4.591167249	3.327620985	1.379714598	317.7983434	73.97566578	713.0704426
2018-11-26	18:24:02	191.2120202	51.09287626	354.9033895	0.988095195	0.956169253	0.993568312	250	4.591167249	3.327620985	1.379714598	263.8180155	70.4935872	489.6653872
2018-11-27	1:44:38	329.9372112	57.59611977	1611.33974	0.993083317	0.961020419	0.998579832	250	4.591167249	3.327620985	1.379714598	455.2191866	79.46620721	2223.188961
2018-11-27	1:45:11	207.5358814	52.21546119	415.2993632	0.989026417	0.957091059	0.99450108	250	4.591167249	3.327620985	1.379714598	286.3402851	72.04243402	572.9945937
2018-11-28	17:37:39	96.30548364	40.525422	125.3143503	0.97650198	0.94505917	0.981891914	250	4.591167249	3.327620985	1.379714598	132.8740816	55.9135163	172.8980384
2018-11-30	0:43:07	179.546745	50.35576069	315.8147883	0.987326653	0.955542129	0.99277514	250	4.591167249	3.327620985	1.379714598	247.723265	69.47657809	435.7342735
2018-11-30	0:43:40	118.5962931	43.99685284	165.9066559	0.980876025	0.949282182	0.986291882	250	4.591167249	3.327620985	1.379714598	163.6290368	60.70310011	228.903835
2018-12-01	1:42:16	189.4765952	51.07429941	348.1376792	0.987986816	0.956153666	0.993443729	250	4.591167249	3.327620985	1.379714598	261.4236243	70.46795645	480.3306379
2018-12-01	1:42:49	623.9996285	62.86415587	228549997.7	0.996336852	0.964227753	0.99999999	250	4.591167249	3.327620985	1.379714598	860.9413963	86.73459351	315333768.1
2018-12-02	5:42:31	249.4773175	54.62428635	623.5827053	0.990862809	0.958943861	0.996334407	250	4.591167249	3.327620985	1.379714598	344.2074967	75.36592526	860.3661613
2018-12-02	5:43:06	1199.355181	66.04294577	228499997.7	0.998092462	0.965919862	0.99999999	250	4.591167249	3.327620985	1.379714598	1654.767851	91.12041634	315264782.4
2018-12-03	6:36:35	248.3333543	54.54130989	617.0848187	0.990820912	0.958882703	0.99629588	250	4.591167249	3.327620985	1.379714598	342.629154	75.25144142	851.4009323
2018-12-04	17:24:01	11.78612276	10.0880828	12.12949119	0.823413894	0.796920371	0.827955353	250	4.591167249	3.327620985	1.379714598	16.26148562	13.9186751	16.73523606
2018-12-04	17:26:15	10.59349279	9.201022659	10.87016428	0.805597984	0.779669336	0.810042641	250	4.591167249	3.327620985	1.379714598	14.61599664	12.69478527	14.99772433
2018-12-04	19:48:42	11.95145315	10.20993664	12.3044286	0.82563004	0.799082325	0.830180732	250	4.591167249	3.327620985	1.379714598	16.48959437	14.08679862	16.97659975
2018-12-04	19:49:16	12.10584122	10.32239757	12.46813323	0.827650033	0.801037365	0.832211858	250	4.591167249	3.327620985	1.379714598	16.70260585	14.24196261	17.20246542
